"hgnc_symbol","entrezgene_id","description","gene_biotype"
"MMRN1",22915,"multimerin 1 [Source:HGNC Symbol;Acc:HGNC:7178]","protein_coding"
"MMRN2",79812,"multimerin 2 [Source:HGNC Symbol;Acc:HGNC:19888]","protein_coding"
"MMS19",64210,"MMS19 homolog, cytosolic iron-sulfur assembly component [Source:HGNC Symbol;Acc:HGNC:13824]","protein_coding"
"MMS22L",253714,"MMS22 like, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:21475]","protein_coding"
"MN1",4330,"MN1 proto-oncogene, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:7180]","protein_coding"
"MNAT1",4331,"MNAT1 component of CDK activating kinase [Source:HGNC Symbol;Acc:HGNC:7181]","protein_coding"
"MND1",84057,"meiotic nuclear divisions 1 [Source:HGNC Symbol;Acc:HGNC:24839]","protein_coding"
"MNDA",4332,"myeloid cell nuclear differentiation antigen [Source:HGNC Symbol;Acc:HGNC:7183]","protein_coding"
"MNS1",55329,"meiosis specific nuclear structural 1 [Source:HGNC Symbol;Acc:HGNC:29636]","protein_coding"
"MNT",4335,"MAX network transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:7188]","protein_coding"
"MNX1",3110,"motor neuron and pancreas homeobox 1 [Source:HGNC Symbol;Acc:HGNC:4979]","protein_coding"
"MOAP1",64112,"modulator of apoptosis 1 [Source:HGNC Symbol;Acc:HGNC:16658]","protein_coding"
"MOB1A",55233,"MOB kinase activator 1A [Source:HGNC Symbol;Acc:HGNC:16015]","protein_coding"
"MOB1B",92597,"MOB kinase activator 1B [Source:HGNC Symbol;Acc:HGNC:29801]","protein_coding"
"MOB2",81532,"MOB kinase activator 2 [Source:HGNC Symbol;Acc:HGNC:24904]","protein_coding"
"MOB3A",126308,"MOB kinase activator 3A [Source:HGNC Symbol;Acc:HGNC:29802]","protein_coding"
"MOB3B",79817,"MOB kinase activator 3B [Source:HGNC Symbol;Acc:HGNC:23825]","protein_coding"
"MOB3C",148932,"MOB kinase activator 3C [Source:HGNC Symbol;Acc:HGNC:29800]","protein_coding"
"MOBP",4336,"myelin associated oligodendrocyte basic protein [Source:HGNC Symbol;Acc:HGNC:7189]","protein_coding"
"MOCOS",55034,"molybdenum cofactor sulfurase [Source:HGNC Symbol;Acc:HGNC:18234]","protein_coding"
"MOCS1",4337,"molybdenum cofactor synthesis 1 [Source:HGNC Symbol;Acc:HGNC:7190]","protein_coding"
"MOCS2",4338,"molybdenum cofactor synthesis 2 [Source:HGNC Symbol;Acc:HGNC:7193]","protein_coding"
"MOCS3",27304,"molybdenum cofactor synthesis 3 [Source:HGNC Symbol;Acc:HGNC:15765]","protein_coding"
"MOG",4340,"myelin oligodendrocyte glycoprotein [Source:HGNC Symbol;Acc:HGNC:7197]","protein_coding"
"MOGAT1",116255,"monoacylglycerol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:18210]","protein_coding"
"MOGAT2",80168,"monoacylglycerol O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:23248]","protein_coding"
"MOGAT3",346606,"monoacylglycerol O-acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:23249]","protein_coding"
"MOGS",7841,"mannosyl-oligosaccharide glucosidase [Source:HGNC Symbol;Acc:HGNC:24862]","protein_coding"
"MOK",5891,"MOK protein kinase [Source:HGNC Symbol;Acc:HGNC:9833]","protein_coding"
"MON1A",84315,"MON1 homolog A, secretory trafficking associated [Source:HGNC Symbol;Acc:HGNC:28207]","protein_coding"
"MON1B",22879,"MON1 homolog B, secretory trafficking associated [Source:HGNC Symbol;Acc:HGNC:25020]","protein_coding"
"MON2",23041,"MON2 homolog, regulator of endosome-to-Golgi trafficking [Source:HGNC Symbol;Acc:HGNC:29177]","protein_coding"
"MORC1",27136,"MORC family CW-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:7198]","protein_coding"
"MORC2",22880,"MORC family CW-type zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:23573]","protein_coding"
"MORC3",23515,"MORC family CW-type zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:23572]","protein_coding"
"MORC4",79710,"MORC family CW-type zinc finger 4 [Source:HGNC Symbol;Acc:HGNC:23485]","protein_coding"
"MORF4L1",10933,"mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989]","protein_coding"
"MORF4L2",9643,"mortality factor 4 like 2 [Source:HGNC Symbol;Acc:HGNC:16849]","protein_coding"
"MORN1",79906,"MORN repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25852]","protein_coding"
"MORN2",729967,"MORN repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:30166]","protein_coding"
"MORN3",283385,"MORN repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:29807]","protein_coding"
"MORN4",118812,"MORN repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:24001]","protein_coding"
"MORN5",254956,"MORN repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:17841]","protein_coding"
"MOS",4342,"MOS proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:7199]","protein_coding"
"MOSPD1",56180,"motile sperm domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25235]","protein_coding"
"MOSPD2",158747,"motile sperm domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28381]","protein_coding"
"MOSPD3",64598,"motile sperm domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25078]","protein_coding"
"MOV10",4343,"Mov10 RNA helicase [Source:HGNC Symbol;Acc:HGNC:7200]","protein_coding"
"MOV10L1",54456,"Mov10 like RNA helicase 1 [Source:HGNC Symbol;Acc:HGNC:7201]","protein_coding"
"MOXD1",26002,"monooxygenase DBH like 1 [Source:HGNC Symbol;Acc:HGNC:21063]","protein_coding"
"MOXD2P",NA,"monooxygenase DBH like 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:33605]","transcribed_unprocessed_pseudogene"
"MPC1L",347411,"mitochondrial pyruvate carrier 1 like [Source:HGNC Symbol;Acc:HGNC:44205]","protein_coding"
"MPDU1",9526,"mannose-P-dolichol utilization defect 1 [Source:HGNC Symbol;Acc:HGNC:7207]","protein_coding"
"MPDZ",8777,"multiple PDZ domain crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:7208]","protein_coding"
"MPEG1",219972,"macrophage expressed 1 [Source:HGNC Symbol;Acc:HGNC:29619]","protein_coding"
"MPG",4350,"N-methylpurine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7211]","protein_coding"
"MPHOSPH10",10199,"M-phase phosphoprotein 10 [Source:HGNC Symbol;Acc:HGNC:7213]","protein_coding"
"MPHOSPH6",10200,"M-phase phosphoprotein 6 [Source:HGNC Symbol;Acc:HGNC:7214]","protein_coding"
"MPHOSPH8",54737,"M-phase phosphoprotein 8 [Source:HGNC Symbol;Acc:HGNC:29810]","protein_coding"
"MPHOSPH9",10198,"M-phase phosphoprotein 9 [Source:HGNC Symbol;Acc:HGNC:7215]","protein_coding"
"MPI",4351,"mannose phosphate isomerase [Source:HGNC Symbol;Acc:HGNC:7216]","protein_coding"
"MPL",4352,"MPL proto-oncogene, thrombopoietin receptor [Source:HGNC Symbol;Acc:HGNC:7217]","protein_coding"
"MPND",84954,"MPN domain containing [Source:HGNC Symbol;Acc:HGNC:25934]","protein_coding"
"MPO",4353,"myeloperoxidase [Source:HGNC Symbol;Acc:HGNC:7218]","protein_coding"
"MPP1",4354,"MAGUK p55 scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:7219]","protein_coding"
"MPP2",4355,"MAGUK p55 scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:7220]","protein_coding"
"MPP3",4356,"MAGUK p55 scaffold protein 3 [Source:HGNC Symbol;Acc:HGNC:7221]","protein_coding"
"MPP4",58538,"MAGUK p55 scaffold protein 4 [Source:HGNC Symbol;Acc:HGNC:13680]","protein_coding"
"MPP7",143098,"MAGUK p55 scaffold protein 7 [Source:HGNC Symbol;Acc:HGNC:26542]","protein_coding"
"MPPE1",65258,"metallophosphoesterase 1 [Source:HGNC Symbol;Acc:HGNC:15988]","protein_coding"
"MPPED1",758,"metallophosphoesterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1306]","protein_coding"
"MPPED2",744,"metallophosphoesterase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1180]","protein_coding"
"MPST",4357,"mercaptopyruvate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:7223]","protein_coding"
"MPV17",4358,"mitochondrial inner membrane protein MPV17 [Source:HGNC Symbol;Acc:HGNC:7224]","protein_coding"
"MPV17L",255027,"MPV17 mitochondrial inner membrane protein like [Source:HGNC Symbol;Acc:HGNC:26827]","protein_coding"
"MPV17L2",84769,"MPV17 mitochondrial inner membrane protein like 2 [Source:HGNC Symbol;Acc:HGNC:28177]","protein_coding"
"MPZ",4359,"myelin protein zero [Source:HGNC Symbol;Acc:HGNC:7225]","protein_coding"
"MPZL1",9019,"myelin protein zero like 1 [Source:HGNC Symbol;Acc:HGNC:7226]","protein_coding"
"MPZL2",10205,"myelin protein zero like 2 [Source:HGNC Symbol;Acc:HGNC:3496]","protein_coding"
"MPZL3",196264,"myelin protein zero like 3 [Source:HGNC Symbol;Acc:HGNC:27279]","protein_coding"
"MR1",3140,"major histocompatibility complex, class I-related [Source:HGNC Symbol;Acc:HGNC:4975]","protein_coding"
"MRAP",56246,"melanocortin 2 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:1304]","protein_coding"
"MRAP2",112609,"melanocortin 2 receptor accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:21232]","protein_coding"
"MRAS",22808,"muscle RAS oncogene homolog [Source:HGNC Symbol;Acc:HGNC:7227]","protein_coding"
"MRC1",4360,"mannose receptor C-type 1 [Source:HGNC Symbol;Acc:HGNC:7228]","protein_coding"
"MRC2",9902,"mannose receptor C-type 2 [Source:HGNC Symbol;Acc:HGNC:16875]","protein_coding"
"MREG",55686,"melanoregulin [Source:HGNC Symbol;Acc:HGNC:25478]","protein_coding"
"MRFAP1",93621,"Morf4 family associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24549]","protein_coding"
"MRFAP1L1",114932,"Morf4 family associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28796]","protein_coding"
"MRGPRD",116512,"MAS related GPR family member D [Source:HGNC Symbol;Acc:HGNC:29626]","protein_coding"
"MRGPRE",116534,"MAS related GPR family member E [Source:HGNC Symbol;Acc:HGNC:30694]","protein_coding"
"MRGPRF",116535,"MAS related GPR family member F [Source:HGNC Symbol;Acc:HGNC:24828]","protein_coding"
"MRGPRG",386746,"MAS related GPR family member G [Source:HGNC Symbol;Acc:HGNC:24829]","protein_coding"
"MRGPRX1",259249,"MAS related GPR family member X1 [Source:HGNC Symbol;Acc:HGNC:17962]","protein_coding"
"MRGPRX1",124906949,"MAS related GPR family member X1 [Source:HGNC Symbol;Acc:HGNC:17962]","protein_coding"
"MRGPRX2",117194,"MAS related GPR family member X2 [Source:HGNC Symbol;Acc:HGNC:17983]","protein_coding"
"MRGPRX3",117195,"MAS related GPR family member X3 [Source:HGNC Symbol;Acc:HGNC:17980]","protein_coding"
"MRGPRX4",117196,"MAS related GPR family member X4 [Source:HGNC Symbol;Acc:HGNC:17617]","protein_coding"
"MRI1",84245,"methylthioribose-1-phosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:28469]","protein_coding"
"MRM1",79922,"mitochondrial rRNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26202]","protein_coding"
"MRO",83876,"maestro [Source:HGNC Symbol;Acc:HGNC:24121]","protein_coding"
"MRPL1",65008,"mitochondrial ribosomal protein L1 [Source:HGNC Symbol;Acc:HGNC:14275]","protein_coding"
"MRPL10",124995,"mitochondrial ribosomal protein L10 [Source:HGNC Symbol;Acc:HGNC:14055]","protein_coding"
"MRPL11",65003,"mitochondrial ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:14042]","protein_coding"
"MRPL13",28998,"mitochondrial ribosomal protein L13 [Source:HGNC Symbol;Acc:HGNC:14278]","protein_coding"
"MRPL14",64928,"mitochondrial ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:14279]","protein_coding"
"MRPL15",29088,"mitochondrial ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:14054]","protein_coding"
"MRPL16",54948,"mitochondrial ribosomal protein L16 [Source:HGNC Symbol;Acc:HGNC:14476]","protein_coding"
"MRPL17",63875,"mitochondrial ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:14053]","protein_coding"
"MRPL18",29074,"mitochondrial ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:14477]","protein_coding"
"MRPL19",9801,"mitochondrial ribosomal protein L19 [Source:HGNC Symbol;Acc:HGNC:14052]","protein_coding"
"MRPL2",51069,"mitochondrial ribosomal protein L2 [Source:HGNC Symbol;Acc:HGNC:14056]","protein_coding"
"MRPL20",55052,"mitochondrial ribosomal protein L20 [Source:HGNC Symbol;Acc:HGNC:14478]","protein_coding"
"MRPL21",219927,"mitochondrial ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:14479]","protein_coding"
"MRPL22",29093,"mitochondrial ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:14480]","protein_coding"
"MRPL23",6150,"mitochondrial ribosomal protein L23 [Source:HGNC Symbol;Acc:HGNC:10322]","protein_coding"
"MRPL24",79590,"mitochondrial ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:14037]","protein_coding"
"MRPL27",51264,"mitochondrial ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:14483]","protein_coding"
"MRPL28",10573,"mitochondrial ribosomal protein L28 [Source:HGNC Symbol;Acc:HGNC:14484]","protein_coding"
"MRPL3",11222,"mitochondrial ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10379]","protein_coding"
"MRPL30",51263,"mitochondrial ribosomal protein L30 [Source:HGNC Symbol;Acc:HGNC:14036]","protein_coding"
"MRPL32",64983,"mitochondrial ribosomal protein L32 [Source:HGNC Symbol;Acc:HGNC:14035]","protein_coding"
"MRPL33",9553,"mitochondrial ribosomal protein L33 [Source:HGNC Symbol;Acc:HGNC:14487]","protein_coding"
"MRPL34",64981,"mitochondrial ribosomal protein L34 [Source:HGNC Symbol;Acc:HGNC:14488]","protein_coding"
"MRPL35",51318,"mitochondrial ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:14489]","protein_coding"
"MRPL36",64979,"mitochondrial ribosomal protein L36 [Source:HGNC Symbol;Acc:HGNC:14490]","protein_coding"
"MRPL37",51253,"mitochondrial ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:14034]","protein_coding"
"MRPL38",64978,"mitochondrial ribosomal protein L38 [Source:HGNC Symbol;Acc:HGNC:14033]","protein_coding"
"MRPL39",54148,"mitochondrial ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:14027]","protein_coding"
"MRPL4",51073,"mitochondrial ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:14276]","protein_coding"
"MRPL40",64976,"mitochondrial ribosomal protein L40 [Source:HGNC Symbol;Acc:HGNC:14491]","protein_coding"
"MRPL42",28977,"mitochondrial ribosomal protein L42 [Source:HGNC Symbol;Acc:HGNC:14493]","protein_coding"
"MRPL43",84545,"mitochondrial ribosomal protein L43 [Source:HGNC Symbol;Acc:HGNC:14517]","protein_coding"
"MRPL44",65080,"mitochondrial ribosomal protein L44 [Source:HGNC Symbol;Acc:HGNC:16650]","protein_coding"
"MRPL45",84311,"mitochondrial ribosomal protein L45 [Source:HGNC Symbol;Acc:HGNC:16651]","protein_coding"
"MRPL46",26589,"mitochondrial ribosomal protein L46 [Source:HGNC Symbol;Acc:HGNC:1192]","protein_coding"
"MRPL47",57129,"mitochondrial ribosomal protein L47 [Source:HGNC Symbol;Acc:HGNC:16652]","protein_coding"
"MRPL48",51642,"mitochondrial ribosomal protein L48 [Source:HGNC Symbol;Acc:HGNC:16653]","protein_coding"
"MRPL49",740,"mitochondrial ribosomal protein L49 [Source:HGNC Symbol;Acc:HGNC:1176]","protein_coding"
"MRPL50",54534,"mitochondrial ribosomal protein L50 [Source:HGNC Symbol;Acc:HGNC:16654]","protein_coding"
"MRPL51",51258,"mitochondrial ribosomal protein L51 [Source:HGNC Symbol;Acc:HGNC:14044]","protein_coding"
"MRPL52",122704,"mitochondrial ribosomal protein L52 [Source:HGNC Symbol;Acc:HGNC:16655]","protein_coding"
"MRPL53",116540,"mitochondrial ribosomal protein L53 [Source:HGNC Symbol;Acc:HGNC:16684]","protein_coding"
"MRPL54",116541,"mitochondrial ribosomal protein L54 [Source:HGNC Symbol;Acc:HGNC:16685]","protein_coding"
"MRPL55",128308,"mitochondrial ribosomal protein L55 [Source:HGNC Symbol;Acc:HGNC:16686]","protein_coding"
"MRPL9",65005,"mitochondrial ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:14277]","protein_coding"
"MRPS10",55173,"mitochondrial ribosomal protein S10 [Source:HGNC Symbol;Acc:HGNC:14502]","protein_coding"
"MRPS11",64963,"mitochondrial ribosomal protein S11 [Source:HGNC Symbol;Acc:HGNC:14050]","protein_coding"
"MRPS14",63931,"mitochondrial ribosomal protein S14 [Source:HGNC Symbol;Acc:HGNC:14049]","protein_coding"
"MRPS15",64960,"mitochondrial ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:14504]","protein_coding"
"MRPS16",51021,"mitochondrial ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:14048]","protein_coding"
"MRPS17",51373,"mitochondrial ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:14047]","protein_coding"
"MRPS18A",55168,"mitochondrial ribosomal protein S18A [Source:HGNC Symbol;Acc:HGNC:14515]","protein_coding"
"MRPS18B",28973,"mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]","protein_coding"
"MRPS18C",51023,"mitochondrial ribosomal protein S18C [Source:HGNC Symbol;Acc:HGNC:16633]","protein_coding"
"MRPS2",51116,"mitochondrial ribosomal protein S2 [Source:HGNC Symbol;Acc:HGNC:14495]","protein_coding"
"MRPS21",54460,"mitochondrial ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:14046]","protein_coding"
"MRPS22",56945,"mitochondrial ribosomal protein S22 [Source:HGNC Symbol;Acc:HGNC:14508]","protein_coding"
"MRPS23",51649,"mitochondrial ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:14509]","protein_coding"
"MRPS24",64951,"mitochondrial ribosomal protein S24 [Source:HGNC Symbol;Acc:HGNC:14510]","protein_coding"
"MRPS25",64432,"mitochondrial ribosomal protein S25 [Source:HGNC Symbol;Acc:HGNC:14511]","protein_coding"
"MRPS26",64949,"mitochondrial ribosomal protein S26 [Source:HGNC Symbol;Acc:HGNC:14045]","protein_coding"
"MRPS27",23107,"mitochondrial ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:14512]","protein_coding"
"MRPS28",28957,"mitochondrial ribosomal protein S28 [Source:HGNC Symbol;Acc:HGNC:14513]","protein_coding"
"MRPS30",10884,"mitochondrial ribosomal protein S30 [Source:HGNC Symbol;Acc:HGNC:8769]","protein_coding"
"MRPS31",10240,"mitochondrial ribosomal protein S31 [Source:HGNC Symbol;Acc:HGNC:16632]","protein_coding"
"MRPS33",51650,"mitochondrial ribosomal protein S33 [Source:HGNC Symbol;Acc:HGNC:16634]","protein_coding"
"MRPS35",60488,"mitochondrial ribosomal protein S35 [Source:HGNC Symbol;Acc:HGNC:16635]","protein_coding"
"MRPS5",64969,"mitochondrial ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:14498]","protein_coding"
"MRPS6",64968,"mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051]","protein_coding"
"MRPS7",51081,"mitochondrial ribosomal protein S7 [Source:HGNC Symbol;Acc:HGNC:14499]","protein_coding"
"MRPS9",64965,"mitochondrial ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:14501]","protein_coding"
"MRRF",92399,"mitochondrial ribosome recycling factor [Source:HGNC Symbol;Acc:HGNC:7234]","protein_coding"
"MRS2",57380,"magnesium transporter MRS2 [Source:HGNC Symbol;Acc:HGNC:13785]","protein_coding"
"MRTO4",51154,"MRT4 homolog, ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:18477]","protein_coding"
"MS4A1",931,"membrane spanning 4-domains A1 [Source:HGNC Symbol;Acc:HGNC:7315]","protein_coding"
"MS4A10",341116,"membrane spanning 4-domains A10 [Source:HGNC Symbol;Acc:HGNC:13368]","protein_coding"
"MS4A12",54860,"membrane spanning 4-domains A12 [Source:HGNC Symbol;Acc:HGNC:13370]","protein_coding"
"MS4A13",503497,"membrane spanning 4-domains A13 [Source:HGNC Symbol;Acc:HGNC:16674]","protein_coding"
"MS4A14",84689,"membrane spanning 4-domains A14 [Source:HGNC Symbol;Acc:HGNC:30706]","protein_coding"
"MS4A15",219995,"membrane spanning 4-domains A15 [Source:HGNC Symbol;Acc:HGNC:28573]","protein_coding"
"MS4A2",2206,"membrane spanning 4-domains A2 [Source:HGNC Symbol;Acc:HGNC:7316]","protein_coding"
"MS4A3",932,"membrane spanning 4-domains A3 [Source:HGNC Symbol;Acc:HGNC:7317]","protein_coding"
"MS4A4A",51338,"membrane spanning 4-domains A4A [Source:HGNC Symbol;Acc:HGNC:13371]","protein_coding"
"MS4A5",64232,"membrane spanning 4-domains A5 [Source:HGNC Symbol;Acc:HGNC:13374]","protein_coding"
"MS4A6E",245802,"membrane spanning 4-domains A6E [Source:HGNC Symbol;Acc:HGNC:14285]","protein_coding"
"MS4A7",58475,"membrane spanning 4-domains A7 [Source:HGNC Symbol;Acc:HGNC:13378]","protein_coding"
"MSANTD4",84437,"Myb/SANT DNA binding domain containing 4 with coiled-coils [Source:HGNC Symbol;Acc:HGNC:29383]","protein_coding"
"MSC",9242,"musculin [Source:HGNC Symbol;Acc:HGNC:7321]","protein_coding"
"MSGN1",343930,"mesogenin 1 [Source:HGNC Symbol;Acc:HGNC:14907]","protein_coding"
"MSH2",4436,"mutS homolog 2 [Source:HGNC Symbol;Acc:HGNC:7325]","protein_coding"
"MSH3",4437,"mutS homolog 3 [Source:HGNC Symbol;Acc:HGNC:7326]","protein_coding"
"MSH4",4438,"mutS homolog 4 [Source:HGNC Symbol;Acc:HGNC:7327]","protein_coding"
"MSH5",4439,"mutS homolog 5 [Source:HGNC Symbol;Acc:HGNC:7328]","protein_coding"
"MSH6",2956,"mutS homolog 6 [Source:HGNC Symbol;Acc:HGNC:7329]","protein_coding"
"MSI1",4440,"musashi RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7330]","protein_coding"
"MSI2",124540,"musashi RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18585]","protein_coding"
"MSL1",339287,"MSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:27905]","protein_coding"
"MSL2",55167,"MSL complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:25544]","protein_coding"
"MSL3",10943,"MSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7370]","protein_coding"
"MSLN",10232,"mesothelin [Source:HGNC Symbol;Acc:HGNC:7371]","protein_coding"
"MSMB",4477,"microseminoprotein beta [Source:HGNC Symbol;Acc:HGNC:7372]","protein_coding"
"MSMO1",6307,"methylsterol monooxygenase 1 [Source:HGNC Symbol;Acc:HGNC:10545]","protein_coding"
"MSMP",692094,"microseminoprotein, prostate associated [Source:HGNC Symbol;Acc:HGNC:29663]","protein_coding"
"MSN",4478,"moesin [Source:HGNC Symbol;Acc:HGNC:7373]","protein_coding"
"MSR1",4481,"macrophage scavenger receptor 1 [Source:HGNC Symbol;Acc:HGNC:7376]","protein_coding"
"MSRA",4482,"methionine sulfoxide reductase A [Source:HGNC Symbol;Acc:HGNC:7377]","protein_coding"
"MSRB2",22921,"methionine sulfoxide reductase B2 [Source:HGNC Symbol;Acc:HGNC:17061]","protein_coding"
"MSRB3",253827,"methionine sulfoxide reductase B3 [Source:HGNC Symbol;Acc:HGNC:27375]","protein_coding"
"MST1",4485,"macrophage stimulating 1 [Source:HGNC Symbol;Acc:HGNC:7380]","protein_coding"
"MST1P2",NA,"macrophage stimulating 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:7383]","transcribed_unprocessed_pseudogene"
"MST1R",4486,"macrophage stimulating 1 receptor [Source:HGNC Symbol;Acc:HGNC:7381]","protein_coding"
"MSTN",2660,"myostatin [Source:HGNC Symbol;Acc:HGNC:4223]","protein_coding"
"MSTO1",55154,"misato mitochondrial distribution and morphology regulator 1 [Source:HGNC Symbol;Acc:HGNC:29678]","protein_coding"
"MSX1",4487,"msh homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7391]","protein_coding"
"MSX2",4488,"msh homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7392]","protein_coding"
"MT1A",4489,"metallothionein 1A [Source:HGNC Symbol;Acc:HGNC:7393]","protein_coding"
"MT1B",4490,"metallothionein 1B [Source:HGNC Symbol;Acc:HGNC:7394]","protein_coding"
"MT1DP",NA,"metallothionein 1D, pseudogene [Source:HGNC Symbol;Acc:HGNC:7396]","transcribed_unprocessed_pseudogene"
"MT1E",4493,"metallothionein 1E [Source:HGNC Symbol;Acc:HGNC:7397]","protein_coding"
"MT1F",4494,"metallothionein 1F [Source:HGNC Symbol;Acc:HGNC:7398]","protein_coding"
"MT1G",4495,"metallothionein 1G [Source:HGNC Symbol;Acc:HGNC:7399]","protein_coding"
"MT1H",4496,"metallothionein 1H [Source:HGNC Symbol;Acc:HGNC:7400]","protein_coding"
"MT1IP",NA,"metallothionein 1I, pseudogene [Source:HGNC Symbol;Acc:HGNC:7401]","transcribed_unprocessed_pseudogene"
"MT1L",NA,"metallothionein 1L (pseudogene) [Source:HGNC Symbol;Acc:HGNC:7404]","transcribed_unprocessed_pseudogene"
"MT1M",4499,"metallothionein 1M [Source:HGNC Symbol;Acc:HGNC:14296]","protein_coding"
"MT1X",4501,"metallothionein 1X [Source:HGNC Symbol;Acc:HGNC:7405]","protein_coding"
"MT2A",4502,"metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]","protein_coding"
"MT3",4504,"metallothionein 3 [Source:HGNC Symbol;Acc:HGNC:7408]","protein_coding"
"MT4",84560,"metallothionein 4 [Source:HGNC Symbol;Acc:HGNC:18705]","protein_coding"
"MTA1",9112,"metastasis associated 1 [Source:HGNC Symbol;Acc:HGNC:7410]","protein_coding"
"MTA2",9219,"metastasis associated 1 family member 2 [Source:HGNC Symbol;Acc:HGNC:7411]","protein_coding"
"MTA3",57504,"metastasis associated 1 family member 3 [Source:HGNC Symbol;Acc:HGNC:23784]","protein_coding"
"MTAP",4507,"methylthioadenosine phosphorylase [Source:HGNC Symbol;Acc:HGNC:7413]","protein_coding"
"MTBP",27085,"MDM2 binding protein [Source:HGNC Symbol;Acc:HGNC:7417]","protein_coding"
"MTCH1",23787,"mitochondrial carrier 1 [Source:HGNC Symbol;Acc:HGNC:17586]","protein_coding"
"MTCH2",23788,"mitochondrial carrier 2 [Source:HGNC Symbol;Acc:HGNC:17587]","protein_coding"
"MTCP1",4515,"mature T cell proliferation 1 [Source:HGNC Symbol;Acc:HGNC:7423]","protein_coding"
"MTDH",92140,"metadherin [Source:HGNC Symbol;Acc:HGNC:29608]","protein_coding"
"MTF1",4520,"metal regulatory transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:7428]","protein_coding"
"MTF2",22823,"metal response element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:29535]","protein_coding"
