"hgnc_symbol","ensembl_gene_id","entrezgene_id","description","gene_biotype","transcript_length"
"FABP6","ENSG00000170231",2172,"fatty acid binding protein 6 [Source:HGNC Symbol;Acc:HGNC:3561]","protein_coding",769
"PWWP2A","ENSG00000170234",114825,"PWWP domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29406]","protein_coding",3991
"USP50","ENSG00000170236",373509,"ubiquitin specific peptidase 50 [Source:HGNC Symbol;Acc:HGNC:20079]","protein_coding",1691
"USP47","ENSG00000170242",55031,"ubiquitin specific peptidase 47 [Source:HGNC Symbol;Acc:HGNC:20076]","protein_coding",9994
"PDCD6IP","ENSG00000170248",10015,"programmed cell death 6 interacting protein [Source:HGNC Symbol;Acc:HGNC:8766]","protein_coding",6049
"MRGPRX1","ENSG00000170255",259249,"MAS related GPR family member X1 [Source:HGNC Symbol;Acc:HGNC:17962]","protein_coding",1446
"ZNF212","ENSG00000170260",7988,"zinc finger protein 212 [Source:HGNC Symbol;Acc:HGNC:13004]","protein_coding",2807
"MRAP","ENSG00000170262",56246,"melanocortin 2 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:1304]","protein_coding",1000
"FAM161A","ENSG00000170264",84140,"FAM161 centrosomal protein A [Source:HGNC Symbol;Acc:HGNC:25808]","protein_coding",4027
"ZNF282","ENSG00000170265",8427,"zinc finger protein 282 [Source:HGNC Symbol;Acc:HGNC:13076]","protein_coding",3656
"GLB1","ENSG00000170266",2720,"galactosidase beta 1 [Source:HGNC Symbol;Acc:HGNC:4298]","protein_coding",2523
"GON7","ENSG00000170270",84520,"GON7 subunit of KEOPS complex [Source:HGNC Symbol;Acc:HGNC:20356]","protein_coding",1125
"FAXDC2","ENSG00000170271",10826,"fatty acid hydroxylase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1334]","protein_coding",3817
"CRTAP","ENSG00000170275",10491,"cartilage associated protein [Source:HGNC Symbol;Acc:HGNC:2379]","protein_coding",6595
"HSPB2","ENSG00000170276",3316,"heat shock protein family B (small) member 2 [Source:HGNC Symbol;Acc:HGNC:5247]","protein_coding",843
"C7orf33","ENSG00000170279",202865,"chromosome 7 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:21724]","protein_coding",1153
"CNGB3","ENSG00000170289",54714,"cyclic nucleotide gated channel subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:2153]","protein_coding",4447
"SLN","ENSG00000170290",6588,"sarcolipin [Source:HGNC Symbol;Acc:HGNC:11089]","protein_coding",906
"ELP5","ENSG00000170291",23587,"elongator acetyltransferase complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:30617]","protein_coding",2404
"CMTM8","ENSG00000170293",152189,"CKLF like MARVEL transmembrane domain containing 8 [Source:HGNC Symbol;Acc:HGNC:19179]","protein_coding",1169
"GABARAP","ENSG00000170296",11337,"GABA type A receptor-associated protein [Source:HGNC Symbol;Acc:HGNC:4067]","protein_coding",1319
"LGALS9B","ENSG00000170298",284194,"galectin 9B [Source:HGNC Symbol;Acc:HGNC:24842]","protein_coding",1718
"STX8","ENSG00000170310",9482,"syntaxin 8 [Source:HGNC Symbol;Acc:HGNC:11443]","protein_coding",830
"CDK1","ENSG00000170312",983,"cyclin dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722]","protein_coding",1948
"UBB","ENSG00000170315",7314,"ubiquitin B [Source:HGNC Symbol;Acc:HGNC:12463]","protein_coding",1056
"NFRKB","ENSG00000170322",4798,"nuclear factor related to kappaB binding protein [Source:HGNC Symbol;Acc:HGNC:7802]","protein_coding",5173
"FABP4","ENSG00000170323",2167,"fatty acid binding protein 4 [Source:HGNC Symbol;Acc:HGNC:3559]","protein_coding",911
"FRMPD2","ENSG00000170324",143162,"FERM and PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28572]","protein_coding",4819
"PRDM10","ENSG00000170325",56980,"PR/SET domain 10 [Source:HGNC Symbol;Acc:HGNC:13995]","protein_coding",6322
"B3GNT2","ENSG00000170340",10678,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15629]","protein_coding",2761
"FOS","ENSG00000170345",2353,"Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]","protein_coding",2956
"TMED10","ENSG00000170348",10972,"transmembrane p24 trafficking protein 10 [Source:HGNC Symbol;Acc:HGNC:16998]","protein_coding",4109
"OR2A20P","ENSG00000170356",401428,"olfactory receptor family 2 subfamily A member 20 pseudogene [Source:HGNC Symbol;Acc:HGNC:15413]","transcribed_unprocessed_pseudogene",933
"SETMAR","ENSG00000170364",6419,"SET domain and mariner transposase fusion gene [Source:HGNC Symbol;Acc:HGNC:10762]","protein_coding",2076
"SMAD1","ENSG00000170365",4086,"SMAD family member 1 [Source:HGNC Symbol;Acc:HGNC:6767]","protein_coding",3293
"CST5","ENSG00000170367",1473,"cystatin D [Source:HGNC Symbol;Acc:HGNC:2477]","protein_coding",755
"CST2","ENSG00000170369",1470,"cystatin SA [Source:HGNC Symbol;Acc:HGNC:2474]","protein_coding",746
"EMX2","ENSG00000170370",2018,"empty spiracles homeobox 2 [Source:HGNC Symbol;Acc:HGNC:3341]","protein_coding",2710
"CST1","ENSG00000170373",1469,"cystatin SN [Source:HGNC Symbol;Acc:HGNC:2473]","protein_coding",749
"SP7","ENSG00000170374",121340,"Sp7 transcription factor [Source:HGNC Symbol;Acc:HGNC:17321]","protein_coding",3123
"TCAF2","ENSG00000170379",285966,"TRPM8 channel associated factor 2 [Source:HGNC Symbol;Acc:HGNC:26878]","protein_coding",5561
"SEMA3E","ENSG00000170381",9723,"semaphorin 3E [Source:HGNC Symbol;Acc:HGNC:10727]","protein_coding",7273
"LRRN2","ENSG00000170382",10446,"leucine rich repeat neuronal 2 [Source:HGNC Symbol;Acc:HGNC:16914]","protein_coding",5036
"SLC30A1","ENSG00000170385",7779,"solute carrier family 30 member 1 [Source:HGNC Symbol;Acc:HGNC:11012]","protein_coding",5893
"DCLK2","ENSG00000170390",166614,"doublecortin like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19002]","protein_coding",4075
"ZNF804A","ENSG00000170396",91752,"zinc finger protein 804A [Source:HGNC Symbol;Acc:HGNC:21711]","protein_coding",4527
"GPRC5C","ENSG00000170412",55890,"G protein-coupled receptor class C group 5 member C [Source:HGNC Symbol;Acc:HGNC:13309]","protein_coding",2371
"TMEM182","ENSG00000170417",130827,"transmembrane protein 182 [Source:HGNC Symbol;Acc:HGNC:26391]","protein_coding",3588
"VSTM2A","ENSG00000170419",222008,"V-set and transmembrane domain containing 2A [Source:HGNC Symbol;Acc:HGNC:28499]","protein_coding",3401
"KRT8","ENSG00000170421",3856,"keratin 8 [Source:HGNC Symbol;Acc:HGNC:6446]","protein_coding",2862
"KRT78","ENSG00000170423",196374,"keratin 78 [Source:HGNC Symbol;Acc:HGNC:28926]","protein_coding",2933
"ADORA2B","ENSG00000170425",136,"adenosine A2b receptor [Source:HGNC Symbol;Acc:HGNC:264]","protein_coding",1875
"SDR9C7","ENSG00000170426",121214,"short chain dehydrogenase/reductase family 9C member 7 [Source:HGNC Symbol;Acc:HGNC:29958]","protein_coding",1789
"MGMT","ENSG00000170430",4255,"O-6-methylguanine-DNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:7059]","protein_coding",4678
"TMT1B","ENSG00000170439",196410,"thiol methyltransferase 1B [Source:HGNC Symbol;Acc:HGNC:28276]","protein_coding",1316
"KRT86","ENSG00000170442",3892,"keratin 86 [Source:HGNC Symbol;Acc:HGNC:6463]","protein_coding",2247
"HARS1","ENSG00000170445",3035,"histidyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:4816]","protein_coding",5497
"NFXL1","ENSG00000170448",152518,"nuclear transcription factor, X-box binding like 1 [Source:HGNC Symbol;Acc:HGNC:18726]","protein_coding",3880
"KRT75","ENSG00000170454",9119,"keratin 75 [Source:HGNC Symbol;Acc:HGNC:24431]","protein_coding",2170
"DENND5B","ENSG00000170456",160518,"DENN domain containing 5B [Source:HGNC Symbol;Acc:HGNC:28338]","protein_coding",9506
"CD14","ENSG00000170458",929,"CD14 molecule [Source:HGNC Symbol;Acc:HGNC:1628]","protein_coding",1647
"DNAJC18","ENSG00000170464",202052,"DnaJ heat shock protein family (Hsp40) member C18 [Source:HGNC Symbol;Acc:HGNC:28429]","protein_coding",5102
"KRT6C","ENSG00000170465",286887,"keratin 6C [Source:HGNC Symbol;Acc:HGNC:20406]","protein_coding",2309
"RIOX1","ENSG00000170468",79697,"ribosomal oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:20968]","protein_coding",2462
"SPATA24","ENSG00000170469",202051,"spermatogenesis associated 24 [Source:HGNC Symbol;Acc:HGNC:27322]","protein_coding",909
"RALGAPB","ENSG00000170471",57148,"Ral GTPase activating protein non-catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:29221]","protein_coding",8652
"PYM1","ENSG00000170473",84305,"PYM homolog 1, exon junction complex associated factor [Source:HGNC Symbol;Acc:HGNC:30258]","protein_coding",1207
"MZB1","ENSG00000170476",51237,"marginal zone B and B1 cell specific protein [Source:HGNC Symbol;Acc:HGNC:30125]","protein_coding",1887
"KRT4","ENSG00000170477",3851,"keratin 4 [Source:HGNC Symbol;Acc:HGNC:6441]","protein_coding",2141
"SLC23A1","ENSG00000170482",9963,"solute carrier family 23 member 1 [Source:HGNC Symbol;Acc:HGNC:10974]","protein_coding",2303
"KRT74","ENSG00000170484",121391,"keratin 74 [Source:HGNC Symbol;Acc:HGNC:28929]","protein_coding",2858
"NPAS2","ENSG00000170485",4862,"neuronal PAS domain protein 2 [Source:HGNC Symbol;Acc:HGNC:7895]","protein_coding",7983
"KRT72","ENSG00000170486",140807,"keratin 72 [Source:HGNC Symbol;Acc:HGNC:28932]","protein_coding",1940
"KISS1","ENSG00000170498",3814,"KiSS-1 metastasis suppressor [Source:HGNC Symbol;Acc:HGNC:6341]","protein_coding",714
"LONRF2","ENSG00000170500",164832,"LON peptidase N-terminal domain and ring finger 2 [Source:HGNC Symbol;Acc:HGNC:24788]","protein_coding",15096
"NUDT9","ENSG00000170502",53343,"nudix hydrolase 9 [Source:HGNC Symbol;Acc:HGNC:8056]","protein_coding",2820
"HSD17B13","ENSG00000170509",345275,"hydroxysteroid 17-beta dehydrogenase 13 [Source:HGNC Symbol;Acc:HGNC:18685]","protein_coding",2368
"PA2G4","ENSG00000170515",5036,"proliferation-associated 2G4 [Source:HGNC Symbol;Acc:HGNC:8550]","protein_coding",2386
"COX7B2","ENSG00000170516",170712,"cytochrome c oxidase subunit 7B2 [Source:HGNC Symbol;Acc:HGNC:24381]","protein_coding",617
"ELOVL6","ENSG00000170522",79071,"ELOVL fatty acid elongase 6 [Source:HGNC Symbol;Acc:HGNC:15829]","protein_coding",6570
"KRT83","ENSG00000170523",3889,"keratin 83 [Source:HGNC Symbol;Acc:HGNC:6460]","protein_coding",1875
"PFKFB3","ENSG00000170525",5209,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:HGNC:8874]","protein_coding",4524
"TMC7","ENSG00000170537",79905,"transmembrane channel like 7 [Source:HGNC Symbol;Acc:HGNC:23000]","protein_coding",4499
"ARL6IP1","ENSG00000170540",23204,"ADP ribosylation factor like GTPase 6 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:697]","protein_coding",2278
"SERPINB9","ENSG00000170542",5272,"serpin family B member 9 [Source:HGNC Symbol;Acc:HGNC:8955]","protein_coding",4240
"SMAGP","ENSG00000170545",57228,"small cell adhesion glycoprotein [Source:HGNC Symbol;Acc:HGNC:26918]","protein_coding",1875
"IRX1","ENSG00000170549",79192,"iroquois homeobox 1 [Source:HGNC Symbol;Acc:HGNC:14358]","protein_coding",2080
"CDH2","ENSG00000170558",1000,"cadherin 2 [Source:HGNC Symbol;Acc:HGNC:1759]","protein_coding",4016
"IRX2","ENSG00000170561",153572,"iroquois homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14359]","protein_coding",3079
"EMB","ENSG00000170571",133418,"embigin [Source:HGNC Symbol;Acc:HGNC:30465]","protein_coding",4202
"SIX2","ENSG00000170577",10736,"SIX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:10888]","protein_coding",2206
"DLGAP1","ENSG00000170579",9229,"DLG associated protein 1 [Source:HGNC Symbol;Acc:HGNC:2905]","protein_coding",6655
"STAT2","ENSG00000170581",6773,"signal transducer and activator of transcription 2 [Source:HGNC Symbol;Acc:HGNC:11363]","protein_coding",6404
"NUDCD2","ENSG00000170584",134492,"NudC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30535]","protein_coding",7967
"IRF2BP1","ENSG00000170604",26145,"interferon regulatory factor 2 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:21728]","protein_coding",2534
"OR9K2","ENSG00000170605",441639,"olfactory receptor family 9 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:15339]","protein_coding",3120
"HSPA4","ENSG00000170606",3308,"heat shock protein family A (Hsp70) member 4 [Source:HGNC Symbol;Acc:HGNC:5237]","protein_coding",4774
"FOXA3","ENSG00000170608",3171,"forkhead box A3 [Source:HGNC Symbol;Acc:HGNC:5023]","protein_coding",1923
"GARIN3","ENSG00000170613",153745,"golgi associated RAB2 interactor family member 3 [Source:HGNC Symbol;Acc:HGNC:28397]","protein_coding",2515
"SLC26A5","ENSG00000170615",375611,"solute carrier family 26 member 5 [Source:HGNC Symbol;Acc:HGNC:9359]","protein_coding",2719
"COMMD5","ENSG00000170619",28991,"COMM domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17902]","protein_coding",1573
"SGCD","ENSG00000170624",6444,"sarcoglycan delta [Source:HGNC Symbol;Acc:HGNC:10807]","protein_coding",9755
"GTSF1","ENSG00000170627",121355,"gametocyte specific factor 1 [Source:HGNC Symbol;Acc:HGNC:26565]","protein_coding",1621
"ZNF16","ENSG00000170631",7564,"zinc finger protein 16 [Source:HGNC Symbol;Acc:HGNC:12947]","protein_coding",2616
"ARMC10","ENSG00000170632",83787,"armadillo repeat containing 10 [Source:HGNC Symbol;Acc:HGNC:21706]","protein_coding",2524
"RNF34","ENSG00000170633",80196,"ring finger protein 34 [Source:HGNC Symbol;Acc:HGNC:17297]","protein_coding",2051
"ACYP2","ENSG00000170634",98,"acylphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:180]","protein_coding",1913
"TRABD","ENSG00000170638",80305,"TraB domain containing [Source:HGNC Symbol;Acc:HGNC:28805]","protein_coding",2404
"ATF7","ENSG00000170653",11016,"activating transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:792]","protein_coding",6660
"RASA4B","ENSG00000170667",100271927,"RAS p21 protein activator 4B [Source:HGNC Symbol;Acc:HGNC:35202]","protein_coding",6307
"SOCS6","ENSG00000170677",9306,"suppressor of cytokine signaling 6 [Source:HGNC Symbol;Acc:HGNC:16833]","protein_coding",5703
"CAVIN4","ENSG00000170681",347273,"caveolae associated protein 4 [Source:HGNC Symbol;Acc:HGNC:33742]","protein_coding",3098
"OR10A3","ENSG00000170683",26496,"olfactory receptor family 10 subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:8162]","protein_coding",2650
"ZNF296","ENSG00000170684",162979,"zinc finger protein 296 [Source:HGNC Symbol;Acc:HGNC:15981]","protein_coding",1634
"HOXB9","ENSG00000170689",3219,"homeobox B9 [Source:HGNC Symbol;Acc:HGNC:5120]","protein_coding",2586
"TTLL6","ENSG00000170703",284076,"tubulin tyrosine ligase like 6 [Source:HGNC Symbol;Acc:HGNC:26664]","protein_coding",4440
"POLH","ENSG00000170734",5429,"DNA polymerase eta [Source:HGNC Symbol;Acc:HGNC:9181]","protein_coding",8368
"SYT9","ENSG00000170743",143425,"synaptotagmin 9 [Source:HGNC Symbol;Acc:HGNC:19265]","protein_coding",4002
"KCNS3","ENSG00000170745",3790,"potassium voltage-gated channel modifier subfamily S member 3 [Source:HGNC Symbol;Acc:HGNC:6302]","protein_coding",2397
"RBMXL2","ENSG00000170748",27288,"RBMX like 2 [Source:HGNC Symbol;Acc:HGNC:17886]","protein_coding",2151
"KIF5B","ENSG00000170759",3799,"kinesin family member 5B [Source:HGNC Symbol;Acc:HGNC:6324]","protein_coding",5866
"GPR37","ENSG00000170775",2861,"G protein-coupled receptor 37 [Source:HGNC Symbol;Acc:HGNC:4494]","protein_coding",5298
"AKAP13","ENSG00000170776",11214,"A-kinase anchoring protein 13 [Source:HGNC Symbol;Acc:HGNC:371]","protein_coding",13327
"TPD52L3","ENSG00000170777",89882,"TPD52 like 3 [Source:HGNC Symbol;Acc:HGNC:23382]","protein_coding",2296
"CDCA4","ENSG00000170779",55038,"cell division cycle associated 4 [Source:HGNC Symbol;Acc:HGNC:14625]","protein_coding",2448
"OR10A4","ENSG00000170782",283297,"olfactory receptor family 10 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:15130]","protein_coding",995
"SDR16C5","ENSG00000170786",195814,"short chain dehydrogenase/reductase family 16C member 5 [Source:HGNC Symbol;Acc:HGNC:30311]","protein_coding",2536
"DYDC1","ENSG00000170788",143241,"DPY30 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23460]","protein_coding",829
"OR10A2","ENSG00000170790",341276,"olfactory receptor family 10 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:8161]","protein_coding",5390
"CHCHD7","ENSG00000170791",79145,"coiled-coil-helix-coiled-coil-helix domain containing 7 [Source:HGNC Symbol;Acc:HGNC:28314]","protein_coding",3157
"HTRA3","ENSG00000170801",94031,"HtrA serine peptidase 3 [Source:HGNC Symbol;Acc:HGNC:30406]","protein_coding",2539
"FOXN2","ENSG00000170802",3344,"forkhead box N2 [Source:HGNC Symbol;Acc:HGNC:5281]","protein_coding",5437
"LMOD2","ENSG00000170807",442721,"leiomodin 2 [Source:HGNC Symbol;Acc:HGNC:6648]","protein_coding",2287
"BFSP2","ENSG00000170819",8419,"beaded filament structural protein 2 [Source:HGNC Symbol;Acc:HGNC:1041]","protein_coding",1512
"FSHR","ENSG00000170820",2492,"follicle stimulating hormone receptor [Source:HGNC Symbol;Acc:HGNC:3969]","protein_coding",2762
"USP32","ENSG00000170832",84669,"ubiquitin specific peptidase 32 [Source:HGNC Symbol;Acc:HGNC:19143]","protein_coding",6937
"CEL","ENSG00000170835",1056,"carboxyl ester lipase [Source:HGNC Symbol;Acc:HGNC:1848]","protein_coding",2381
"PPM1D","ENSG00000170836",8493,"protein phosphatase, Mg2+/Mn2+ dependent 1D [Source:HGNC Symbol;Acc:HGNC:9277]","protein_coding",5163
"GPR27","ENSG00000170837",2850,"G protein-coupled receptor 27 [Source:HGNC Symbol;Acc:HGNC:4482]","protein_coding",2642
"MRFAP1L2","ENSG00000170846",93622,"Morf4 family associated protein 1 like 2 [Source:HGNC Symbol;Acc:HGNC:25109]","protein_coding",2311
"PSG6","ENSG00000170848",5675,"pregnancy specific beta-1-glycoprotein 6 [Source:HGNC Symbol;Acc:HGNC:9523]","protein_coding",2321
"KBTBD2","ENSG00000170852",25948,"kelch repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21751]","protein_coding",3608
"RIOX2","ENSG00000170854",84864,"ribosomal oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:19441]","protein_coding",5347
"TRIAP1","ENSG00000170855",51499,"TP53 regulated inhibitor of apoptosis 1 [Source:HGNC Symbol;Acc:HGNC:26937]","protein_coding",1153
"LILRP2","ENSG00000170858",79166,"leukocyte immunoglobulin-like receptor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:15497]","transcribed_processed_pseudogene",1383
"LSM3","ENSG00000170860",27258,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17874]","protein_coding",3359
"KIAA0232","ENSG00000170871",9778,"KIAA0232 [Source:HGNC Symbol;Acc:HGNC:28992]","protein_coding",7854
"MTSS1","ENSG00000170873",9788,"MTSS I-BAR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20443]","protein_coding",4994
"TMEM43","ENSG00000170876",79188,"transmembrane protein 43 [Source:HGNC Symbol;Acc:HGNC:28472]","protein_coding",3484
"RNF139","ENSG00000170881",11236,"ring finger protein 139 [Source:HGNC Symbol;Acc:HGNC:17023]","protein_coding",3213
"RPS9","ENSG00000170889",6203,"ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442]","protein_coding",2384
"PLA2G1B","ENSG00000170890",5319,"phospholipase A2 group IB [Source:HGNC Symbol;Acc:HGNC:9030]","protein_coding",562
"CYTL1","ENSG00000170891",54360,"cytokine like 1 [Source:HGNC Symbol;Acc:HGNC:24435]","protein_coding",989
"TSEN34","ENSG00000170892",79042,"tRNA splicing endonuclease subunit 34 [Source:HGNC Symbol;Acc:HGNC:15506]","protein_coding",2390
"TRH","ENSG00000170893",7200,"thyrotropin releasing hormone [Source:HGNC Symbol;Acc:HGNC:12298]","protein_coding",1580
"GSTA4","ENSG00000170899",2941,"glutathione S-transferase alpha 4 [Source:HGNC Symbol;Acc:HGNC:4629]","protein_coding",1698
"MSANTD4","ENSG00000170903",84437,"Myb/SANT DNA binding domain containing 4 with coiled-coils [Source:HGNC Symbol;Acc:HGNC:29383]","protein_coding",4103
"NDUFA3","ENSG00000170906",4696,"NADH:ubiquinone oxidoreductase subunit A3 [Source:HGNC Symbol;Acc:HGNC:7686]","protein_coding",945
"OSCAR","ENSG00000170909",126014,"osteoclast associated Ig-like receptor [Source:HGNC Symbol;Acc:HGNC:29960]","protein_coding",2061
"PAQR8","ENSG00000170915",85315,"progestin and adipoQ receptor family member 8 [Source:HGNC Symbol;Acc:HGNC:15708]","protein_coding",4715
"NUDT6","ENSG00000170917",11162,"nudix hydrolase 6 [Source:HGNC Symbol;Acc:HGNC:8053]","protein_coding",5306
"OR7G3","ENSG00000170920",390883,"olfactory receptor family 7 subfamily G member 3 [Source:HGNC Symbol;Acc:HGNC:8467]","protein_coding",939
"TANC2","ENSG00000170921",26115,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 [Source:HGNC Symbol;Acc:HGNC:30212]","protein_coding",12511
"OR7G2","ENSG00000170923",390882,"olfactory receptor family 7 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:8466]","protein_coding",3015
"TEX13B","ENSG00000170925",56156,"testis expressed 13B [Source:HGNC Symbol;Acc:HGNC:11736]","protein_coding",1248
"PKHD1","ENSG00000170927",5314,"PKHD1 ciliary IPT domain containing fibrocystin/polyductin [Source:HGNC Symbol;Acc:HGNC:9016]","protein_coding",16271
"OR1M1","ENSG00000170929",125963,"olfactory receptor family 1 subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:8220]","protein_coding",2535
"NCBP2L","ENSG00000170935",392517,"nuclear cap binding protein subunit 2 like [Source:HGNC Symbol;Acc:HGNC:31795]","protein_coding",1953
"DNAJC24","ENSG00000170946",120526,"DnaJ heat shock protein family (Hsp40) member C24 [Source:HGNC Symbol;Acc:HGNC:26979]","protein_coding",2970
"MBD3L1","ENSG00000170948",85509,"methyl-CpG binding domain protein 3 like 1 [Source:HGNC Symbol;Acc:HGNC:15774]","protein_coding",893
"ZNF160","ENSG00000170949",90338,"zinc finger protein 160 [Source:HGNC Symbol;Acc:HGNC:12948]","protein_coding",4688
"PGK2","ENSG00000170950",5232,"phosphoglycerate kinase 2 [Source:HGNC Symbol;Acc:HGNC:8898]","protein_coding",1626
"OR8B12","ENSG00000170953",219858,"olfactory receptor family 8 subfamily B member 12 [Source:HGNC Symbol;Acc:HGNC:15307]","protein_coding",1280
"ZNF415","ENSG00000170954",55786,"zinc finger protein 415 [Source:HGNC Symbol;Acc:HGNC:20636]","protein_coding",2630
"CAVIN3","ENSG00000170955",112464,"caveolae associated protein 3 [Source:HGNC Symbol;Acc:HGNC:9400]","protein_coding",1028
"CEACAM3","ENSG00000170956",1084,"CEA cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:1815]","protein_coding",1640
"DCDC1","ENSG00000170959",341019,"doublecortin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20625]","protein_coding",7298
"HAS2","ENSG00000170961",3037,"hyaluronan synthase 2 [Source:HGNC Symbol;Acc:HGNC:4819]","protein_coding",4240
"PDGFD","ENSG00000170962",80310,"platelet derived growth factor D [Source:HGNC Symbol;Acc:HGNC:30620]","protein_coding",4052
"PLAC1","ENSG00000170965",10761,"placenta enriched 1 [Source:HGNC Symbol;Acc:HGNC:9044]","protein_coding",1138
"DDI1","ENSG00000170967",414301,"DNA damage inducible 1 homolog 1 [Source:HGNC Symbol;Acc:HGNC:18961]","protein_coding",2557
"S1PR1","ENSG00000170989",1901,"sphingosine-1-phosphate receptor 1 [Source:HGNC Symbol;Acc:HGNC:3165]","protein_coding",2778
"HS6ST2","ENSG00000171004",90161,"heparan sulfate 6-O-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:19133]","protein_coding",4441
"OR4D5","ENSG00000171014",219875,"olfactory receptor family 4 subfamily D member 5 [Source:HGNC Symbol;Acc:HGNC:14852]","protein_coding",957
"PYGO1","ENSG00000171016",26108,"pygopus family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30256]","protein_coding",8861
"LRRC8E","ENSG00000171017",80131,"leucine rich repeat containing 8 VRAC subunit E [Source:HGNC Symbol;Acc:HGNC:26272]","protein_coding",3743
"PKIA","ENSG00000171033",5569,"cAMP-dependent protein kinase inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:9017]","protein_coding",3962
"XKR6","ENSG00000171044",286046,"XK related 6 [Source:HGNC Symbol;Acc:HGNC:27806]","protein_coding",4327
"TSNARE1","ENSG00000171045",203062,"t-SNARE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26437]","protein_coding",2254
"FPR2","ENSG00000171049",2358,"formyl peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:3827]","protein_coding",2621
"FPR1","ENSG00000171051",2357,"formyl peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:3826]","protein_coding",1965
"PATE1","ENSG00000171053",160065,"prostate and testis expressed 1 [Source:HGNC Symbol;Acc:HGNC:24664]","protein_coding",1541
"OR13H1","ENSG00000171054",347468,"olfactory receptor family 13 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:14755]","protein_coding",927
"FEZ2","ENSG00000171055",9637,"fasciculation and elongation protein zeta 2 [Source:HGNC Symbol;Acc:HGNC:3660]","protein_coding",4495
"SOX7","ENSG00000171056",83595,"SRY-box transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:18196]","protein_coding",3215
"C8orf74","ENSG00000171060",203076,"chromosome 8 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:32296]","protein_coding",2338
"C11orf24","ENSG00000171067",53838,"chromosome 11 open reading frame 24 [Source:HGNC Symbol;Acc:HGNC:1174]","protein_coding",2071
"ALK","ENSG00000171094",238,"ALK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:427]","protein_coding",6240
"KYAT1","ENSG00000171097",883,"kynurenine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1564]","protein_coding",2490
"MTM1","ENSG00000171100",4534,"myotubularin 1 [Source:HGNC Symbol;Acc:HGNC:7448]","protein_coding",7231
"OBP2B","ENSG00000171102",29989,"odorant binding protein 2B [Source:HGNC Symbol;Acc:HGNC:23381]","protein_coding",961
"TRMT61B","ENSG00000171103",55006,"tRNA methyltransferase 61B [Source:HGNC Symbol;Acc:HGNC:26070]","protein_coding",1844
