,Gene,Gene ID,Gene Length
10258,OR4X1,ENSG00000176567,918
10259,OR4X2,ENSG00000172208,912
10260,OR51A2,ENSG00000205496,942
10261,OR51A4,ENSG00000205497,4775
10262,OR51A7,ENSG00000176895,5680
10263,OR51B2,ENSG00000279012,939
10264,OR51B4,ENSG00000183251,933
10265,OR51B5,ENSG00000167355,202209
10266,OR51B6,ENSG00000176239,939
10267,OR51D1,ENSG00000197428,5584
10268,OR51E1,ENSG00000180785,12069
10269,OR51E2,ENSG00000167332,17684
10270,OR51F1,ENSG00000280021,960
10271,OR51F2,ENSG00000176925,1136
10272,OR51G1,ENSG00000278870,966
10273,OR51G2,ENSG00000176893,6763
10274,OR51I1,ENSG00000167359,945
10275,OR51I2,ENSG00000187918,7196
10276,OR51L1,ENSG00000176798,10686
10277,OR51M1,ENSG00000184698,9452
10278,OR51Q1,ENSG00000167360,1096
10279,OR51S1,ENSG00000176922,972
10280,OR51T1,ENSG00000176900,1065
10281,OR51V1,ENSG00000176742,948
10282,OR52A1,ENSG00000182070,7934
10283,OR52A5,ENSG00000171944,9581
10284,OR52B2,ENSG00000255307,972
10285,OR52B4,ENSG00000221996,1124
10286,OR52B6,ENSG00000187747,1008
10287,OR52D1,ENSG00000181609,1065
10288,OR52E2,ENSG00000176787,978
10289,OR52E4,ENSG00000180974,6451
10290,OR52E6,ENSG00000205409,1025
10291,OR52E8,ENSG00000183269,942
10292,OR52H1,ENSG00000181616,4052
10293,OR52I1,ENSG00000232268,975
10294,OR52I2,ENSG00000226288,11598
10295,OR52J3,ENSG00000205495,936
10296,OR52K1,ENSG00000196778,10852
10297,OR52K2,ENSG00000181963,1067
10298,OR52L1,ENSG00000183313,1094
10299,OR52M1,ENSG00000197790,954
10300,OR52N1,ENSG00000181001,4795
10301,OR52N2,ENSG00000180988,12560
10302,OR52N4,ENSG00000181074,1716
10303,OR52N5,ENSG00000181009,7191
10304,OR52R1,ENSG00000279270,948
10305,OR52W1,ENSG00000175485,963
10306,OR56A1,ENSG00000180934,15003
10307,OR56A3,ENSG00000184478,12597
10308,OR56A4,ENSG00000183389,7502
10309,OR56A5,ENSG00000188691,942
10310,OR56B1,ENSG00000181023,2076
10311,OR56B4,ENSG00000180919,1152
10312,OR5A1,ENSG00000172320,14912
10313,OR5A2,ENSG00000172324,9445
10314,OR5AC2,ENSG00000196578,930
10315,OR5AK2,ENSG00000181273,930
10316,OR5AK4P,ENSG00000283307,903
10317,OR5AN1,ENSG00000176495,12820
10318,OR5AP2,ENSG00000172464,951
10319,OR5AR1,ENSG00000172459,933
10320,OR5AS1,ENSG00000181785,10538
10321,OR5AU1,ENSG00000169327,10691
10322,OR5B12,ENSG00000172362,3243
10323,OR5B17,ENSG00000197786,946
10324,OR5B2,ENSG00000172365,6884
10325,OR5B21,ENSG00000198283,1299
10326,OR5B3,ENSG00000172769,4411
10327,OR5C1,ENSG00000148215,963
10328,OR5D13,ENSG00000279761,945
10329,OR5D14,ENSG00000186113,945
10330,OR5D16,ENSG00000205029,987
10331,OR5D18,ENSG00000186119,942
10332,OR5E1P,ENSG00000170688,927
10333,OR5F1,ENSG00000149133,945
10334,OR5H1,ENSG00000231192,7828
10335,OR5H14,ENSG00000236032,9136
10336,OR5H15,ENSG00000233412,3079
10337,OR5H2,ENSG00000197938,1566
10338,OR5H6,ENSG00000230301,2105
10339,OR5I1,ENSG00000167825,945
10340,OR5J2,ENSG00000174957,939
10341,OR5K1,ENSG00000232382,9724
10342,OR5K2,ENSG00000231861,951
10343,OR5K3,ENSG00000206536,966
10344,OR5K4,ENSG00000196098,966
10345,OR5L1,ENSG00000279395,1110
10346,OR5L2,ENSG00000205030,936
10347,OR5M1,ENSG00000255012,5639
10348,OR5M10,ENSG00000254834,948
10349,OR5M11,ENSG00000255223,918
10350,OR5M3,ENSG00000174937,4079
10351,OR5M8,ENSG00000181371,936
10352,OR5M9,ENSG00000150269,933
10353,OR5P2,ENSG00000183303,969
10354,OR5P3,ENSG00000182334,6023
10355,OR5T1,ENSG00000181698,2666
10356,OR5T2,ENSG00000181718,2974
10357,OR5T3,ENSG00000172489,969
10358,OR5V1,ENSG00000243729,78219
10359,OR5W2,ENSG00000187612,933
10360,OR6A2,ENSG00000184933,7954
10361,OR6B1,ENSG00000221813,8474
10362,OR6B2,ENSG00000182083,939
10363,OR6B3,ENSG00000178586,8951
10364,OR6C1,ENSG00000205330,8022
10365,OR6C2,ENSG00000179695,9279
10366,OR6C3,ENSG00000205329,2645
10367,OR6C4,ENSG00000179626,6231
10368,OR6C6,ENSG00000188324,2582
10369,OR6C65,ENSG00000205328,939
10370,OR6C68,ENSG00000205327,939
10371,OR6C70,ENSG00000184954,939
10372,OR6C74,ENSG00000197706,12017
10373,OR6C75,ENSG00000187857,6305
10374,OR6C76,ENSG00000185821,939
10375,OR6F1,ENSG00000169214,5211
10376,OR6K2,ENSG00000196171,975
10377,OR6K3,ENSG00000203757,4394
10378,OR6K6,ENSG00000180433,1172
10379,OR6M1,ENSG00000196099,942
10380,OR6N1,ENSG00000197403,24382
10381,OR6N2,ENSG00000188340,6983
10382,OR6P1,ENSG00000186440,9975
10383,OR6Q1,ENSG00000279051,954
10384,OR6S1,ENSG00000181803,996
10385,OR6T1,ENSG00000181499,972
10386,OR6V1,ENSG00000225781,942
10387,OR6W1P,ENSG00000179420,1256
10388,OR6X1,ENSG00000221931,939
10389,OR6Y1,ENSG00000197532,9856
10390,OR7A10,ENSG00000127515,8457
10391,OR7A17,ENSG00000185385,7930
10392,OR7A5,ENSG00000188269,8945
10393,OR7C1,ENSG00000127530,46117
10394,OR7C2,ENSG00000127529,960
10395,OR7D4,ENSG00000174667,9314
10396,OR7E24,ENSG00000237521,5282
10397,OR7E37P,ENSG00000215480,897
10398,OR7E5P,ENSG00000214880,706
10399,OR7G1,ENSG00000161807,936
10400,OR7G2,ENSG00000170923,7069
10401,OR7G3,ENSG00000170920,939
10402,OR8A1,ENSG00000196119,16283
10403,OR8B12,ENSG00000170953,5699
10404,OR8B2,ENSG00000284680,2106
10405,OR8B3,ENSG00000284609,3491
10406,OR8B4,ENSG00000280090,930
10407,OR8B8,ENSG00000197125,8252
10408,OR8D1,ENSG00000196341,12269
10409,OR8D2,ENSG00000279116,936
10410,OR8D4,ENSG00000181518,7063
10411,OR8G1,ENSG00000197849,13270
10412,OR8H1,ENSG00000181693,3793
10413,OR8H2,ENSG00000181767,3972
10414,OR8H3,ENSG00000181761,939
10415,OR8I2,ENSG00000172154,933
10416,OR8J1,ENSG00000172487,7221
10417,OR8J3,ENSG00000167822,5481
10418,OR8K1,ENSG00000150261,960
10419,OR8K3,ENSG00000280314,5496
10420,OR8K5,ENSG00000181752,924
10421,OR8S1,ENSG00000284723,939
10422,OR9A2,ENSG00000179468,933
10423,OR9A4,ENSG00000258083,4227
10424,OR9G4,ENSG00000172457,7475
10425,OR9I1,ENSG00000172377,8789
10426,OR9K2,ENSG00000170605,6345
10427,OR9Q1,ENSG00000186509,157736
10428,OR9Q2,ENSG00000186513,4984
10429,ORAI1,ENSG00000276045,16710
10430,ORAI2,ENSG00000160991,23720
10431,ORAI3,ENSG00000175938,7394
10432,ORC1,ENSG00000085840,31595
10433,ORC2,ENSG00000115942,54704
10434,ORC3,ENSG00000135336,87757
10435,ORC4,ENSG00000115947,91209
10436,ORC5,ENSG00000164815,81707
10437,ORC6,ENSG00000091651,8752
10438,ORM1,ENSG00000229314,3382
10439,ORMDL1,ENSG00000128699,18353
10440,ORMDL2,ENSG00000123353,3839
10441,ORMDL3,ENSG00000172057,6561
10442,OS9,ENSG00000135506,34502
10443,OSBP,ENSG00000110048,41377
10444,OSBP2,ENSG00000184792,214043
10445,OSBPL10,ENSG00000144645,419669
10446,OSBPL11,ENSG00000144909,66640
10447,OSBPL1A,ENSG00000141447,235836
10448,OSBPL2,ENSG00000130703,64292
10449,OSBPL3,ENSG00000070882,185095
10450,OSBPL5,ENSG00000021762,79633
10451,OSBPL6,ENSG00000079156,208413
10452,OSBPL7,ENSG00000006025,14432
10453,OSBPL8,ENSG00000091039,208013
10454,OSBPL9,ENSG00000117859,221249
10455,OSCAR,ENSG00000170909,8025
10456,OSCP1,ENSG00000116885,34625
10457,OSGEP,ENSG00000092094,8689
10458,OSGEPL1,ENSG00000128694,16568
10459,OSGIN1,ENSG00000140961,35022
10460,OSGIN2,ENSG00000164823,26040
10461,OSM,ENSG00000099985,4023
10462,OSMR,ENSG00000145623,99739
10463,OSR1,ENSG00000143867,7139
10464,OSR2,ENSG00000164920,7702
10465,OST4,ENSG00000228474,1183
10466,SLC51A,ENSG00000163959,31692
10467,SLC51B,ENSG00000186198,8011
10468,OSTC,ENSG00000198856,17236
10469,OSTF1,ENSG00000134996,58752
10470,OSTM1,ENSG00000081087,136610
10471,OSTN,ENSG00000188729,66375
10472,OTC,ENSG00000036473,95311
10473,OTOA,ENSG00000155719,97968
10474,OTOF,ENSG00000115155,101554
10475,OTOGL,ENSG00000165899,281344
10476,OTOL1,ENSG00000182447,7135
10477,OTOP1,ENSG00000163982,38204
10478,OTOP2,ENSG00000183034,10963
10479,OTOP3,ENSG00000182938,14095
10480,OTOR,ENSG00000125879,21705
10481,OTOS,ENSG00000178602,5537
10482,OTP,ENSG00000171540,10002
10483,OTUB1,ENSG00000167770,15959
10484,OTUB2,ENSG00000089723,22591
10485,OTUD1,ENSG00000165312,3303
10486,OTUD3,ENSG00000169914,30551
10487,OTUD4,ENSG00000164164,69752
10488,OTUD5,ENSG00000068308,36363
10489,OTUD6A,ENSG00000189401,1723
10490,OTUD6B,ENSG00000155100,16900
10491,OTUD7A,ENSG00000169918,395392
10492,OTUD7B,ENSG00000264522,72915
10493,OTX1,ENSG00000115507,7780
10494,OTX2,ENSG00000165588,16789
10495,OTX2-AS1,ENSG00000248550,338995
10496,OVCA2,ENSG00000262664,1404
10497,OVCH1,ENSG00000187950,85213
10498,OVCH2,ENSG00000183378,17041
10499,OVGP1,ENSG00000085465,13417
10500,OVOL1,ENSG00000172818,10152
10501,OVOL2,ENSG00000125850,102210
10502,OXA1L,ENSG00000155463,6521
10503,OXCT1,ENSG00000083720,140361
10504,OXCT2,ENSG00000198754,1826
10505,OXER1,ENSG00000162881,1637
10506,OXGR1,ENSG00000165621,9018
10507,OXNAD1,ENSG00000154814,85140
10508,OXR1,ENSG00000164830,482551
10509,OXSM,ENSG00000151093,11618
10510,OXSR1,ENSG00000172939,90396
10511,OXT,ENSG00000101405,898
10512,OXTR,ENSG00000180914,19248
10513,P2RX1,ENSG00000108405,19885
10514,P2RX2,ENSG00000187848,3613
10515,P2RX3,ENSG00000109991,34045
10516,P2RX4,ENSG00000135124,24042
10517,P2RX5,ENSG00000083454,24042
10518,P2RX6,ENSG00000099957,18206
10519,P2RX7,ENSG00000089041,55214
10520,P2RY1,ENSG00000169860,6309
10521,P2RY10,ENSG00000078589,18396
10522,P2RY12,ENSG00000169313,47911
10523,P2RY13,ENSG00000181631,3238
10524,P2RY14,ENSG00000174944,66426
10525,P2RY2,ENSG00000175591,24147
10526,P2RY4,ENSG00000186912,2039
10527,P2RY6,ENSG00000171631,40606
10528,P2RY8,ENSG00000182162,74605
10529,P2RY8,ENSG00000292333,74605
10530,P4HA1,ENSG00000122884,89758
10531,P4HA2,ENSG00000072682,105169
10532,P4HA3,ENSG00000149380,75840
10533,P4HB,ENSG00000185624,17698
10534,P4HTM,ENSG00000178467,17265
10535,PA2G4,ENSG00000170515,9374
10536,PA2G4P4,ENSG00000230457,1182
10537,PAAF1,ENSG00000175575,54416
10538,PABPC1,ENSG00000070756,36994
10539,PABPC1L,ENSG00000101104,48976
10540,PABPC1L2A,ENSG00000186288,2237
10541,PABPC1L2B,ENSG00000184388,3168
10542,PABPC3,ENSG00000151846,3119
10543,PABPC4,ENSG00000090621,16082
10544,PABPC5,ENSG00000174740,3990
10545,PABPN1L,ENSG00000205022,3328
10546,PACRG,ENSG00000112530,588369
10547,PACRGL,ENSG00000163138,56626
10548,PACS1,ENSG00000175115,174473
10549,PACS2,ENSG00000179364,97585
10550,PACSIN1,ENSG00000124507,69169
10551,PACSIN2,ENSG00000100266,179738
10552,PACSIN3,ENSG00000165912,8922
10553,PADI1,ENSG00000142623,40880
10554,PADI2,ENSG00000117115,52691
10555,PADI3,ENSG00000142619,35136
10556,PADI4,ENSG00000159339,55810
10557,PADI6,ENSG00000276747,29504
10558,PAEP,ENSG00000122133,5200
10559,PAF1,ENSG00000006712,5526
10560,PAFAH1B1,ENSG00000007168,92433
10561,PAFAH1B2,ENSG00000168092,32611
10562,PAFAH1B3,ENSG00000079462,6514
10563,PAFAH2,ENSG00000158006,38351
10564,PAG1,ENSG00000076641,144259
10565,PAGE1,ENSG00000068985,8538
10566,PAGE2B,ENSG00000238269,3880
10567,PAGE4,ENSG00000101951,40612
10568,PAGE5,ENSG00000158639,3763
10569,PAH,ENSG00000171759,121522
10570,PAICS,ENSG00000128050,28838
10571,PAIP1,ENSG00000172239,31492
10572,PAIP2,ENSG00000120727,28134
10573,PAIP2B,ENSG00000124374,44366
10574,PAK1,ENSG00000149269,152619
10575,PAK1IP1,ENSG00000111845,14811
10576,PAK2,ENSG00000180370,92791
10577,PAK3,ENSG00000077264,283077
10578,PAK4,ENSG00000130669,57047
10579,PAK6,ENSG00000137843,60060
10580,PALB2,ENSG00000083093,38162
10581,PALLD,ENSG00000129116,431406
10582,PALM,ENSG00000099864,39395
10583,PALM3,ENSG00000187867,8714
10584,PALMD,ENSG00000099260,48429
10585,PAM,ENSG00000145730,275750
10586,PAMR1,ENSG00000149090,98478
10587,PAN2,ENSG00000135473,17831
10588,PAN3,ENSG00000152520,156830
10589,PANK1,ENSG00000152782,65746
10590,PANK2,ENSG00000125779,41049
10591,PANK3,ENSG00000120137,30874
10592,PANK4,ENSG00000157881,18061
10593,PANX1,ENSG00000110218,53128
10594,PANX2,ENSG00000073150,9565
10595,PANX3,ENSG00000154143,8929
10596,PAOX,ENSG00000148832,12434
10597,PAPLN,ENSG00000100767,37144
10598,PAPOLA,ENSG00000090060,65684
10599,PAPOLB,ENSG00000218823,4293
10600,PAPOLG,ENSG00000115421,45834
10601,PAPPA,ENSG00000182752,248531
10602,PAPPA2,ENSG00000116183,382431
10603,PAPSS1,ENSG00000138801,129959
10604,PAPSS2,ENSG00000198682,88093
10605,PAQR3,ENSG00000163291,52312
10606,PAQR4,ENSG00000162073,4215
10607,PAQR5,ENSG00000137819,108869
10608,PAQR6,ENSG00000160781,4798
10609,PAQR7,ENSG00000182749,14225
10610,PAQR9,ENSG00000188582,14511
10611,PARD3,ENSG00000148498,705766
10612,PARD3B,ENSG00000116117,1074688
10613,PARD6A,ENSG00000102981,1829
10614,PARD6B,ENSG00000124171,25216
10615,PARD6G,ENSG00000178184,90283
10616,PARG,ENSG00000227345,151925
10617,PARK7,ENSG00000116288,31215
10618,PARL,ENSG00000175193,55663
10619,PARM1,ENSG00000169116,117021
10620,PARN,ENSG00000140694,197029
10621,PARP1,ENSG00000143799,47945
10622,PARP10,ENSG00000178685,35620
10623,PARP11,ENSG00000111224,82402
10624,PARP12,ENSG00000059378,39203
10625,PARP14,ENSG00000173193,50002
10626,PARP15,ENSG00000173200,61420
10627,PARP16,ENSG00000138617,66159
10628,PARP2,ENSG00000129484,14290
10629,PARP3,ENSG00000041880,6523
10630,PARP4,ENSG00000102699,91848
10631,PARP6,ENSG00000137817,31819
10632,PARP8,ENSG00000151883,180621
10633,PARP9,ENSG00000138496,36654
10634,PARS2,ENSG00000162396,7626
10635,PARVA,ENSG00000197702,157794
10636,PARVB,ENSG00000188677,173729
10637,PARVG,ENSG00000138964,46578
10638,PASD1,ENSG00000166049,113065
10639,PATE1,ENSG00000171053,3589
10640,PATE2,ENSG00000196844,2716
10641,PATE3,ENSG00000236027,3474
10642,PATE4,ENSG00000237353,6757
10643,PATL1,ENSG00000166889,32322
10644,PATL2,ENSG00000229474,45592
10645,PATZ1,ENSG00000100105,20543
10646,PAWR,ENSG00000177425,115986
10647,PAX1,ENSG00000125813,12823
10648,PAX2,ENSG00000075891,94549
10649,PAX3,ENSG00000135903,99112
10650,PAX4,ENSG00000106331,7851
10651,PAX5,ENSG00000196092,201000
10652,PAX6,ENSG00000007372,33183
10653,PAX7,ENSG00000009709,118021
10654,PAX8,ENSG00000125618,62925
10655,PAX9,ENSG00000198807,21795
10656,PAXIP1,ENSG00000157212,59438
10657,PBK,ENSG00000168078,28459
10658,PBLD,ENSG00000108187,50390
10659,PBOV1,ENSG00000254440,2506
10660,PBX1,ENSG00000185630,343713
10661,PBX2,ENSG00000204304,5470
10662,PBX3,ENSG00000167081,220033
10663,PBX4,ENSG00000105717,56987
10664,PBXIP1,ENSG00000163346,12048
10665,PC,ENSG00000173599,109970
10666,PCA3,ENSG00000225937,171328
10667,PCBD1,ENSG00000166228,6286
10668,PCBD2,ENSG00000132570,102840
10669,PCBP1,ENSG00000169564,1727
10670,PCBP2,ENSG00000197111,29061
10671,PCBP3,ENSG00000183570,298761
10672,PCBP4,ENSG00000090097,16563
10673,PCCA,ENSG00000175198,441423
10674,PCCB,ENSG00000114054,87557
10675,PCDH1,ENSG00000156453,26157
10676,PCDH10,ENSG00000138650,59313
10677,PCDH11X,ENSG00000102290,843970
10678,PCDH11Y,ENSG00000099715,741999
10679,PCDH12,ENSG00000113555,26161
10680,PCDH15,ENSG00000150275,1825172
10681,PCDH17,ENSG00000118946,97568
10682,PCDH18,ENSG00000189184,13577
10683,PCDH19,ENSG00000165194,118630
10684,PCDH20,ENSG00000280165,6165
10685,PCDH7,ENSG00000169851,426437
10686,PCDH8,ENSG00000136099,5753
10687,PCDH9,ENSG00000184226,927612
10688,PCDHAC2,ENSG00000243232,45878
10689,PCDHB1,ENSG00000171815,7973
10690,PCDHB10,ENSG00000120324,3295
10691,PCDHB11,ENSG00000197479,4170
10692,PCDHB12,ENSG00000120328,3875
10693,PCDHB13,ENSG00000187372,5061
10694,PCDHB14,ENSG00000120327,4417
10695,PCDHB15,ENSG00000113248,3971
10696,PCDHB16,ENSG00000272674,3840
10697,PCDHB2,ENSG00000112852,4098
10698,PCDHB3,ENSG00000113205,3355
10699,PCDHB4,ENSG00000081818,3806
10700,PCDHB5,ENSG00000113209,3410
10701,PCDHB6,ENSG00000113211,3231
10702,PCDHB7,ENSG00000113212,3740
10703,PCDHB8,ENSG00000120322,4580
10704,PCDHB9,ENSG00000177839,4415
10705,PCDHGB8P,ENSG00000248449,2873
10706,PCDHGB8P,ENSG00000293454,1973
10707,PCDHGC5,ENSG00000240764,23895
10708,PCF11,ENSG00000165494,30464
10709,PCGEM1,ENSG00000227418,27097
10710,PCGF1,ENSG00000115289,2653
10711,PCGF2,ENSG00000277258,15920
10712,PCGF3,ENSG00000185619,64342
10713,PCGF5,ENSG00000180628,121326
10714,PCGF6,ENSG00000156374,48349
10715,PCID2,ENSG00000126226,31180
10716,PCIF1,ENSG00000100982,13341
10717,PCK1,ENSG00000124253,7042
10718,PCK2,ENSG00000100889,16546
10719,PCLO,ENSG00000186472,408919
10720,PCM1,ENSG00000078674,107107
10721,PCMTD1,ENSG00000168300,81612
10722,PCMTD2,ENSG00000203880,49126
10723,PCNA,ENSG00000132646,11674
10724,PCNP,ENSG00000081154,20286
10725,PCNT,ENSG00000160299,121646
10726,PCOLCE,ENSG00000106333,5813
10727,PCOLCE2,ENSG00000163710,73285
10728,PCP2,ENSG00000174788,2109
10729,PCP4,ENSG00000183036,61960
10730,PCP4L1,ENSG00000248485,26706
10731,PCSK1,ENSG00000175426,43811
10732,PCSK2,ENSG00000125851,258472
10733,PCSK4,ENSG00000115257,9325
10734,PCSK5,ENSG00000099139,472332
10735,PCSK6,ENSG00000140479,235419
10736,PCSK7,ENSG00000160613,28189
10737,PCSK9,ENSG00000169174,25408
10738,PCTP,ENSG00000141179,91780
10739,PCYOX1,ENSG00000116005,23800
10740,PCYOX1L,ENSG00000145882,11617
10741,PCYT1A,ENSG00000161217,73736
10742,PCYT1B,ENSG00000102230,114591
10743,PCYT2,ENSG00000185813,10475
10744,PDAP1,ENSG00000106244,16550
10745,PDC,ENSG00000116703,17549
10746,PDCD1,ENSG00000188389,9011
10747,PDCD10,ENSG00000114209,51642
10748,PDCD11,ENSG00000148843,49669
10749,PDCD1LG2,ENSG00000197646,60752
10750,PDCD2,ENSG00000071994,9398
10751,PDCD2L,ENSG00000126249,21770
10752,PDCD4,ENSG00000150593,28212
10753,PDCD5,ENSG00000105185,6264
10754,PDCD6,ENSG00000249915,43354
10755,PDCD6IP,ENSG00000170248,71137
10756,PDCD7,ENSG00000090470,16430
10757,PDCL,ENSG00000136940,30200
10758,PDCL2,ENSG00000163440,35727
10759,PDCL3,ENSG00000115539,14480
10760,PDE10A,ENSG00000112541,660831
10761,PDE11A,ENSG00000128655,485096
10762,PDE12,ENSG00000174840,100207
10763,PDE1A,ENSG00000115252,383392
10764,PDE1B,ENSG00000123360,29639
10765,PDE1C,ENSG00000154678,676953
10766,PDE2A,ENSG00000186642,98451
10767,PDE3A,ENSG00000172572,320047
10768,PDE3B,ENSG00000152270,228241
10769,PDE4A,ENSG00000065989,52858
10770,PDE4B,ENSG00000184588,582066
10771,PDE4C,ENSG00000285188,47459
10772,PDE4C,ENSG00000105650,40236
10773,PDE4D,ENSG00000113448,1553083
10774,PDE4DIP,ENSG00000178104,240147
10775,PDE5A,ENSG00000138735,134408
10776,PDE6A,ENSG00000132915,86841
10777,PDE6B,ENSG00000133256,45210
10778,PDE6C,ENSG00000095464,53474
10779,PDE6D,ENSG00000156973,53840
10780,PDE6G,ENSG00000185527,12654
10781,PDE6H,ENSG00000139053,8824
10782,PDE7A,ENSG00000205268,127989
10783,PDE7B,ENSG00000171408,343874
10784,PDE8A,ENSG00000073417,158706
10785,PDE8B,ENSG00000284762,340393
10786,PDE8B,ENSG00000113231,217808
10787,PDE9A,ENSG00000160191,121889
10788,PDF,ENSG00000258429,3676
10789,PDGFA,ENSG00000197461,23039
10790,PDGFB,ENSG00000100311,21624
10791,PDGFC,ENSG00000145431,211346
10792,PDGFD,ENSG00000170962,257191
10793,PDGFRA,ENSG00000134853,68966
10794,PDGFRB,ENSG00000113721,42034
10795,PDGFRL,ENSG00000104213,67639
10796,PDHA1,ENSG00000131828,17826
10797,PDHA2,ENSG00000163114,1372
10798,PDHB,ENSG00000168291,6228
10799,PDHX,ENSG00000110435,104763
10800,PDIA2,ENSG00000185615,4052
10801,PDIA3,ENSG00000167004,26886
10802,PDIA4,ENSG00000155660,25601
10803,PDIA5,ENSG00000065485,158203
10804,PDIA6,ENSG00000143870,54587
10805,PDIK1L,ENSG00000175087,14391
10806,PDILT,ENSG00000169340,45563
10807,PDK1,ENSG00000152256,53297
10808,PDK2,ENSG00000005882,17416
10809,PDK3,ENSG00000067992,85223
10810,PDK4,ENSG00000004799,13018
10811,PDLIM1,ENSG00000107438,53441
10812,PDLIM2,ENSG00000120913,19747
10813,PDLIM3,ENSG00000154553,34848
10814,PDLIM4,ENSG00000131435,15759
10815,PDLIM5,ENSG00000163110,216371
10816,PDLIM7,ENSG00000196923,14213
10817,PDP2,ENSG00000172840,17166
10818,PDPK1,ENSG00000140992,65212
10819,PDPN,ENSG00000162493,34493
10820,PDPR,ENSG00000090857,48206
10821,PDRG1,ENSG00000088356,7710
10822,PDS5A,ENSG00000121892,155094
10823,PDS5B,ENSG00000083642,191568
10824,PDSS1,ENSG00000148459,49098
10825,PDSS2,ENSG00000164494,307003
10826,PDX1,ENSG00000139515,6314
10827,PDXDC1,ENSG00000179889,179081
10828,PDXK,ENSG00000160209,43214
10829,PDYN,ENSG00000101327,15529
10830,PDZD11,ENSG00000120509,9397
10831,PDZD2,ENSG00000133401,471802
10832,PDZD4,ENSG00000067840,28400
10833,PDZD7,ENSG00000186862,24617
10834,PDZD8,ENSG00000165650,98167
10835,PDZD9,ENSG00000155714,17252
10836,PDZK1,ENSG00000174827,37297
10837,PDZK1IP1,ENSG00000162366,7463
10838,PDZRN3,ENSG00000121440,242511
10839,PDZRN4,ENSG00000165966,386426
10840,PEA15,ENSG00000162734,9997
10841,PEAK1,ENSG00000173517,319489
10842,PEAR1,ENSG00000187800,22732
10843,PEBP1,ENSG00000089220,9461
10844,PEBP4,ENSG00000134020,286750
10845,PECR,ENSG00000115425,86627
10846,PEF1,ENSG00000162517,15031
10847,PEG10,ENSG00000242265,13371
10848,PEG3,ENSG00000198300,30652
10849,PELI1,ENSG00000197329,51769
10850,PELI2,ENSG00000139946,183711
10851,PELI3,ENSG00000174516,11011
10852,PELO,ENSG00000152684,16129
10853,PELP1,ENSG00000141456,34564
10854,PEMT,ENSG00000133027,86146
10855,PENK,ENSG00000181195,9998
10856,PEPD,ENSG00000124299,134874
10857,PER1,ENSG00000179094,16040
10858,PER2,ENSG00000132326,46059
10859,PER3,ENSG00000049246,60887
10860,PERP,ENSG00000112378,18915
10861,PES1,ENSG00000100029,30459
10862,PET117,ENSG00000232838,5307
10863,PEX1,ENSG00000127980,41501
10864,PEX10,ENSG00000157911,9834
10865,PEX11A,ENSG00000166821,13020
10866,PEX11B,ENSG00000131779,7368
10867,PEX11G,ENSG00000104883,20575
10868,PEX12,ENSG00000108733,4069
10869,PEX13,ENSG00000162928,34766
10870,PEX14,ENSG00000142655,158471
10871,PEX16,ENSG00000121680,9150
10872,PEX2,ENSG00000164751,20787
10873,PEX26,ENSG00000215193,27474
10874,PEX3,ENSG00000034693,39812
10875,PEX5,ENSG00000139197,29890
10876,PEX5L,ENSG00000114757,242096
10877,PEX6,ENSG00000124587,15317
10878,PEX7,ENSG00000112357,91371
10879,PF4,ENSG00000163737,1217
10880,PF4V1,ENSG00000109272,1188
10881,PFAS,ENSG00000178921,22874
10882,PFDN1,ENSG00000113068,58079
10883,PFDN2,ENSG00000143256,17500
10884,PFDN4,ENSG00000101132,20132
10885,PFDN5,ENSG00000123349,4162
10886,PFDN6,ENSG00000204220,9100
10887,PFKFB1,ENSG00000158571,65574
10888,PFKFB2,ENSG00000123836,46659
10889,PFKFB3,ENSG00000170525,109711
10890,PFKFB4,ENSG00000114268,44332
10891,PFKL,ENSG00000141959,27326
10892,PFKM,ENSG00000152556,41266
10893,PFKP,ENSG00000067057,71386
10894,PFN1,ENSG00000108518,3410
10895,PFN1P2,ENSG00000270392,397
10896,PFN1P2,ENSG00000293296,1834
10897,PFN2,ENSG00000070087,85885
10898,PFN3,ENSG00000196570,553
10899,PFN4,ENSG00000176732,8656
10900,PGA3,ENSG00000229859,9792
10901,PGA4,ENSG00000229183,9348
10902,PGA5,ENSG00000256713,10270
10903,PGAM1,ENSG00000171314,7254
10904,PGAM2,ENSG00000164708,2841
10905,PGAM4,ENSG00000226784,1690
10906,PGAM5,ENSG00000247077,11916
10907,PGAP1,ENSG00000197121,94793
10908,PGAP2,ENSG00000148985,28648
10909,PGAP3,ENSG00000161395,25676
10910,PGBD1,ENSG00000137338,20978
10911,PGBD2,ENSG00000185220,13751
10912,PGBD4,ENSG00000182405,6604
10913,PGC,ENSG00000096088,17399
10914,CPQ,ENSG00000104324,504413
10915,PGD,ENSG00000142657,21920
10916,PGF,ENSG00000119630,13793
10917,PGGT1B,ENSG00000164219,58866
10918,PGK1,ENSG00000102144,218557
10919,PGK2,ENSG00000170950,1626
10920,PGLS,ENSG00000130313,9653
10921,PGLYRP1,ENSG00000008438,3901
10922,PGLYRP2,ENSG00000161031,30312
10923,PGLYRP3,ENSG00000159527,15837
10924,PGLYRP4,ENSG00000163218,18722
10925,PGM1,ENSG00000079739,66835
10926,PGM2,ENSG00000169299,36278
10927,PGM2L1,ENSG00000165434,68118
10928,PGM3,ENSG00000013375,46613
10929,PGM5,ENSG00000154330,202754
